aX,aY,aZ,gX,gY,gZ
0.01,1.32,0.46,-91.28,-8.4716.73,
-0.03,1.46,0.57,-122.64,-14.0035.84,
-0.09,1.57,0.69,-148.05,-21.0057.26,
-0.24,1.68,0.8,-167.72,-36.4778.19,
-0.31,1.72,0.84,-183.61,-54.8886.59,
-0.35,1.71,0.83,-197.89,-71.4786.94,
-0.35,1.6,0.78,-211.68,-77.4981.69,
-0.35,1.42,0.84,-205.59,-71.9676.79,
-0.38,1.27,0.93,-181.23,-56.1471.75,
-0.49,1.43,1.02,-165.2,-31.5060.20,
-0.23,1.2,0.93,-150.78,-2.1740.11,
-0.2,1.17,0.9,-141.47,15.5422.54,
-0.14,1.14,0.86,-135.45,14.077.70,
0.05,1.09,0.82,-124.88,12.25-0.49,
0.07,1.14,0.79,-117.95,6.86-6.86,
0.12,1.14,0.79,-113.4,-11.41,
0.19,1.09,0.74,-110.11,-14.21,
0.23,0.93,0.69,-95.83,2.03-7.00,
0.15,0.72,0.62,-73.85,8.82-4.97,
0.06,0.45,0.55,-51.24,11.06-4.34,
-0.01,1.06,0.52,-39.06,6.5812.04,
-0.06,0.02,0.38,-21,5.5313.79,
-0.05,-0.02,0.34,11.27,6.728.75,
-0.05,-0.08,0.3,37.03,9.94-0.21,
-0.08,-0.17,0.27,61.32,10.43-7.56,
-0.11,-0.22,0.26,78.82,8.89-15.75,
-0.15,-0.27,0.26,94.99,4.69-26.95,
-0.17,-0.27,0.26,105.84,-39.76,
-0.17,-0.2,0.24,108.64,-55.93,
-0.11,-0.16,0.17,113.05,-70.98,
-0.12,0.01,0.12,116.55,-67.27,
-0.05,0.05,0.15,110.25,-67.83,
0,-0.02,0.16,114.38,-69.51,
0.06,0.01,0.17,129.71,-72.17,
0.11,0.13,0.23,139.72,-75.18,
0.13,0.26,0.25,148.75,-75.32,
0.13,0.52,0.3,155.89,-73.92,
0.18,0.69,0.43,162.96,-71.4,
0.13,0.85,0.55,159.95,-72.24,
0.1,0.99,0.62,150.71,-71.12,
0.17,1.07,0.69,136.71,-61.18,
0.27,1.07,0.77,116.69,-42.84,
0.33,0.92,0.76,101.08,-22.33,
0.35,0.8,0.75,92.33,10.50-12.46,
0.31,0.8,0.66,87.01,23.17-6.23,
0.26,0.79,0.65,78.89,28.772.73,
0.19,0.84,0.59,66.71,29.0510.99,
0.08,0.86,0.53,58.03,22.8217.43,
0,0.88,0.56,43.33,15.6121.07,
-0.02,0.8,0.71,29.12,11.9024.78,
-0.07,0.81,0.68,22.96,15.9628.07,
-0.15,0.87,0.78,11.9,22.8931.57,
-0.21,0.95,0.82,5.32,31.9235.42,
-0.21,1.11,0.75,7.14,36.9640.95,
-0.18,1.35,0.48,11.76,34.1643.05,
-0.24,1.72,0.15,20.09,25.1341.65,
-0.27,1.67,0.02,15.33,15.4740.95,
-0.29,1.85,0.08,-0.42,3.6436.47,
-0.11,1.58,0.18,-35.07,2.1728.91,
-0.14,1.55,0.24,-23.66,-0.9827.30,
0.16,1.36,0.37,-36.54,-6.7929.54,
0.23,1.24,0.69,-46.69,-4.2031.29,
0.29,1.41,0.83,-51.73,5.5337.38,
0.29,1.5,0.8,-62.16,14.3539.13,
0.15,1.4,0.66,-60.97,26.2540.04,
0.04,1.25,0.38,-39.97,35.9141.72,
-0.01,1.15,0.2,-17.71,42.2138.43,
-0.01,1.11,0.15,1.05,42.4928.84,
0.04,1.04,0.15,21.49,33.6015.26,
0.09,1.03,0.15,41.16,19.814.90,
0.09,1.06,0.16,54.81,3.36-4.83,
0.02,1.08,0.21,61.74,-16.45,
-0.03,1.08,0.33,57.82,-24.85,
-0.03,1.1,0.61,52.01,0.84-23.94,
-0.04,1.18,0.6,43.26,9.94-29.89,
-0.06,1.23,0.59,33.95,14.35-37.10,
-0.11,1.19,0.54,23.52,8.33-40.11,
-0.05,1.04,0.47,20.65,-43.12,
0.02,0.9,0.37,25.41,-48.86,
0.06,0.79,0.3,28.63,-49.49,
0.1,0.69,0.27,31.29,-46.76,
0.13,0.62,0.25,33.11,-41.51,
0.15,0.57,0.2,36.12,-37.8,
0.16,0.57,0.2,38.29,-34.16,
0.17,0.6,0.26,18.55,-30.31,
0.22,0.6,0.35,27.93,1.68-22.68,
0.19,0.7,0.31,19.25,-24.71,
0.22,0.67,0.37,12.25,-25.13,
0.22,0.63,0.43,6.37,-22.19,
0.21,0.72,0.49,-3.01,0.14-17.22,
0.24,0.8,0.51,-9.8,7.56-17.36,
0.23,0.86,0.48,-12.81,16.59-16.31,
0.19,0.85,0.39,-13.44,23.59-17.57,
0.14,0.81,0.32,-14.84,25.62-19.95,
0.11,0.75,0.26,-17.5,22.33-22.61,
0.13,0.69,0.2,-20.58,17.85-25.06,
0.13,0.66,0.19,-23.66,12.32-26.81,
0.1,0.63,0.25,-27.65,9.03-26.32,
0.09,0.6,0.29,-28.21,12.95-21.70,
0.05,0.62,0.36,-27.37,17.64-16.45,
0.02,0.67,0.4,-25.9,19.60-11.06,
0,0.73,0.41,-22.75,16.38-6.23,
0.01,0.76,0.39,-19.88,11.20-2.17,
0.03,0.76,0.35,-18.9,7.421.54,
0.05,0.73,0.31,-17.29,5.673.15,
0.06,0.66,0.29,-15.26,5.113.36,
0.08,0.65,0.3,-16.24,5.743.15,
0.13,0.72,0.29,-24.36,3.852.10,
0.14,0.79,0.32,-41.51,-0.421.05,
0.17,0.83,0.44,-53.76,-4.690.91,
0.1,0.96,0.56,-70.42,-11.064.06,
0.06,1.08,0.58,-80.57,-13.6512.74,
0.02,1.28,0.54,-92.05,-10.2222.05,
-0.07,1.38,0.54,-111.86,-2.9433.81,
-0.16,1.4,0.53,-138.04,0.4246.62,
-0.31,1.43,0.58,-163.52,-3.9257.68,
-0.39,1.46,0.66,-178.5,-18.6963.14,
-0.41,1.46,0.74,-187.11,-42.3564.26,
-0.37,1.42,0.79,-184.17,-61.7460.20,
-0.24,1.43,0.83,-179.97,-65.5956.49,
-0.07,1.33,0.83,-183.4,-48.3055.02,
-0.08,1.22,0.85,-180.67,-26.6047.95,
-0.1,1.03,0.87,-165.76,-11.1341.86,
-0.12,0.88,0.96,-144.06,-3.2934.23,
-0.07,0.87,0.94,-123.06,5.7423.80,
-0.04,0.94,0.87,-101.29,10.5720.65,
-0.02,0.89,0.81,-84.84,8.2618.97,
0.01,0.78,0.76,-66.57,2.7314.28,
0.06,0.73,0.74,-46.27,-2.249.52,
0.08,0.69,0.73,-29.12,-5.605.60,
0.07,0.64,0.74,-10.92,-8.611.68,
0.01,0.53,0.71,1.4,-13.02,
-0.01,0.45,0.66,14.63,-18.34,
-0.05,0.38,0.59,24.43,-21.28,
-0.08,0.29,0.5,39.62,-25.27,
-0.08,0.21,0.42,54.53,-30.66,
-0.07,0.2,0.35,65.03,-38.5,
-0.02,0.19,0.35,77.98,-42.91,
0.03,0.14,0.34,89.53,-44.45,
0.04,0.13,0.36,98.91,-45.92,
0.04,0.09,0.39,110.39,-44.1,
-0.01,0.16,0.46,121.45,-43.33,
-0.02,0.16,0.52,129.78,2.38-44.17,
0,0.22,0.57,134.61,5.95-44.73,
0.03,0.33,0.52,137.69,9.24-44.45,
0.06,0.38,0.42,132.23,14.56-45.22,
0.11,0.43,0.32,121.17,25.76-48.72,
0.14,0.52,0.25,111.44,38.08-49.56,
0.18,0.61,0.26,98.77,49.49-45.57,
0.23,0.59,0.34,92.75,58.66-41.37,
0.23,0.63,0.43,90.16,63.28-36.47,
0.2,0.64,0.5,91.98,65.24-30.52,
0.12,0.66,0.55,94.36,58.38-21.77,
0.07,0.67,0.52,96.18,46.97-10.78,
0.01,0.71,0.48,95.69,35.490.28,
-0.05,0.71,0.45,92.47,25.1310.15,
-0.08,0.72,0.44,88.76,15.6116.73,
-0.11,0.75,0.45,86.03,6.6520.65,
-0.16,0.77,0.48,80.99,-0.7722.12,
-0.19,0.85,0.47,74.41,-7.2120.93,
-0.14,0.93,0.46,57.4,-12.0418.27,
-0.11,0.9,0.52,41.58,-17.5716.17,
-0.13,0.88,0.72,32.9,-19.5317.99,
-0.14,0.96,0.82,25.9,-17.3622.19,
-0.16,1.17,0.91,18.97,-13.3026.67,
-0.27,1.36,0.78,4.34,-13.3731.50,
-0.38,1.49,0.67,-24.99,-26.7433.88,
-0.23,1.35,0.42,-28.63,-43.8935.84,
-0.09,1.35,-0.03,-9.38,-46.2036.33,
0.05,1.4,0.08,-9.45,-44.8036.19,
0.05,1.5,0.47,-19.88,-33.7432.83,
0.08,1.57,0.34,-11.83,4.3424.01,
0.22,1.7,0.23,-19.67,18.7621.77,
0.26,1.62,0.77,-67.41,15.0528.14,
0.31,1.59,0.97,-91.35,2.6632.34,
0.39,1.46,0.87,-100.1,-13.2333.53,
0.28,1.14,0.67,-80.22,-3.7833.18,
0.12,0.89,0.37,-41.09,19.1837.59,
-0.11,0.83,0.31,-11.69,23.3835.98,
-0.06,0.85,0.24,21.49,14.8428.42,
-0.1,0.99,0.2,52.15,1.4716.80,
-0.06,1.07,0.36,68.04,-8.614.83,
-0.03,1.17,0.32,74.06,-19.18,
0.03,1.17,0.34,73.99,-30.45,
0.12,1.13,0.39,69.65,-36.89,
0.25,1.06,0.46,62.86,-32.34,
0.33,1,0.52,36.05,3.78-21.91,
0.34,0.97,0.49,43.82,19.60-19.95,
0.3,0.93,0.41,38.85,32.48-17.92,
0.22,0.9,0.36,34.79,39.20-16.10,
0.12,0.87,0.32,29.47,36.75-13.44,
0.04,0.82,0.28,24.36,26.67-10.92,
-0.01,0.76,0.24,21.63,17.43-9.17,
-0.05,0.73,0.22,21.56,7.49-8.40,
-0.06,0.74,0.24,19.39,-11.13,
-0.04,0.71,0.3,19.95,-18.55,
-0.03,0.71,0.35,17.01,-21.63,
-0.01,0.74,0.41,12.32,-19.46,
0.02,0.74,0.39,7.77,3.22-12.81,
0.05,0.73,0.37,0.77,12.88-13.86,
0.09,0.71,0.33,-9.73,18.27-15.33,
0.14,0.67,0.23,-16.66,20.23-17.64,
0.19,0.6,0.18,-20.37,20.30-18.62,
0.19,0.51,0.2,-20.79,21.14-18.55,
0.17,0.51,0.29,-22.54,21.63-19.88,
0.13,0.54,0.36,-24.36,20.02-20.86,
0.11,0.66,0.35,-24.78,15.33-22.12,
0.1,0.79,0.4,-24.71,11.20-22.54,
0.1,0.9,0.36,-24.43,11.83-21.63,
0.06,0.91,0.37,-27.23,14.28-20.23,
0.04,0.78,0.28,-27.93,20.79-18.62,
0.06,0.7,0.21,-27.23,25.06-17.43,
0.1,0.63,0.22,-31.78,23.45-15.89,
0.14,0.57,0.23,-32.62,22.26-13.58,
0.14,0.56,0.34,-31.92,19.53-11.90,
0.11,0.56,0.44,-29.19,16.24-11.13,
0.08,0.68,0.46,-26.74,12.18-10.71,
0.03,0.78,0.43,-24.99,7.14-12.04,
-0.03,0.87,0.38,-27.02,4.13-11.48,
-0.05,0.9,0.29,-36.75,1.75-8.82,
-0.06,0.92,0.33,-49.84,1.19-3.78,
-0.1,0.97,0.53,-66.22,2.944.20,
-0.09,1.15,0.62,-77.49,3.1516.73,
-0.06,1.41,0.62,-86.87,0.6327.30,
-0.11,1.54,0.67,-106.47,-10.7138.99,
-0.14,1.52,0.64,-126.21,-25.2751.10,
-0.17,1.39,0.63,-146.72,-37.6661.32,
-0.21,1.33,0.67,-158.9,-48.6566.01,
-0.26,1.26,0.75,-164.22,-58.5966.43,
-0.27,1.23,0.77,-161.84,-64.1961.04,
-0.25,1.21,0.78,-161.77,-62.2352.85,
-0.29,1.15,0.77,-159.88,-57.6144.24,
-0.27,1.07,0.86,-153.72,-50.2637.45,
-0.19,1.02,0.96,-142.52,-41.8631.15,
-0.13,1.04,0.88,-124.67,-36.4724.85,
-0.04,1.04,0.81,-103.46,-28.4917.78,
0.04,0.97,0.8,-78.89,-15.4013.02,
0.07,0.91,0.85,-61.88,-6.657.49,
0.1,0.86,0.89,-47.04,-6.721.33,
0.16,0.81,0.91,-27.44,-10.57,
0.16,0.79,0.92,-16.1,-11.2,
0.16,0.75,0.84,-7.42,-6.37,
0.14,0.65,0.75,-0.14,2.24-1.96,
0.14,0.53,0.64,11.41,8.89-2.31,
0.09,0.42,0.54,24.99,13.37-3.50,
0.06,0.29,0.46,46.27,15.40-5.11,
0.03,0.23,0.41,60.13,15.47-9.24,
0.01,0.17,0.39,71.4,14.21-14.07,
-0.01,0.18,0.38,80.43,12.18-18.76,
-0.05,0.22,0.37,86.87,11.34-22.54,
-0.06,0.23,0.4,95.83,13.58-24.29,
-0.05,0.21,0.48,103.6,17.78-25.48,
-0.06,0.24,0.52,119,22.19-27.72,
-0.01,0.33,0.53,125.37,25.76-29.68,
0.02,0.46,0.5,124.74,25.69-31.01,
0.04,0.49,0.45,120.96,23.52-29.47,
0.02,0.43,0.39,111.44,20.23-29.26,
-0.03,0.44,0.31,105.7,17.57-28.28,
-0.04,0.51,0.24,98.91,14.98-24.78,
-0.03,0.51,0.2,92.82,11.27-19.67,
-0.02,0.51,0.19,87.36,6.02-16.03,
-0.03,0.49,0.25,85.26,0.98-13.23,
-0.03,0.47,0.32,87.71,-13.65,
-0.03,0.5,0.38,95.06,0.35-10.57,
-0.07,0.58,0.41,100.24,4.06-8.47,
-0.08,0.63,0.42,104.58,6.65-4.90,
-0.06,0.67,0.45,105.98,8.68-2.31,
-0.04,0.72,0.45,107.1,9.66-1.47,
-0.04,0.73,0.45,108.29,7.77-3.43,
-0.02,0.75,0.48,107.1,5.53-6.02,
0.02,0.75,0.49,104.72,5.11-8.54,
0.01,0.81,0.52,100.66,4.55-10.08,
-0.03,0.89,0.55,83.16,-8.89,
-0.09,0.93,0.53,65.03,-13.37,
-0.18,1,0.52,42,-23.171.19,
-0.23,0.98,0.55,18.48,-38.016.79,
-0.19,0.99,0.6,-4.9,-50.5410.78,
-0.07,0.91,0.78,-24.64,-50.8916.94,
-0.03,1,0.77,-27.72,-40.5325.20,
-0.01,1.2,0.58,-24.64,-34.7930.24,
-0.01,1.21,0.42,-25.27,-34.1632.69,
-0.02,1.11,0.18,-16.24,-37.9436.12,
0.1,1.11,-0.13,11.55,-29.5439.41,
0.13,1.25,0.07,5.95,-16.5943.05,
0.17,1.43,0.4,0.42,3.1542.63,
0.29,1.54,0.45,7.42,21.4940.88,
0.31,1.78,0.39,11.97,26.1144.03,
0.28,1.98,0.53,-14.77,19.8144.87,
0.28,1.84,0.78,-60.83,8.4749.00,
0.25,1.52,0.83,-94.85,-6.3750.33,
0.16,1.26,0.64,-95.13,-7.0049.35,
0.03,1.07,0.37,-65.17,-6.0248.86,
-0.12,0.91,0.27,-41.16,-6.5845.64,
-0.18,0.84,0.16,-13.3,-6.5138.36,
-0.19,0.84,0.11,18.34,-1.9622.96,
-0.2,0.94,0.14,40.88,0.497.56,
-0.12,1,0.2,54.88,-8.54,
-0.04,1.06,0.2,61.32,-25.41,
0.01,1.07,0.23,61.32,0.56-36.05,
0.09,1.04,0.32,57.12,3.43-40.95,
0.13,1.14,0.37,47.39,6.02-41.09,
0.16,1.28,0.34,34.51,1.89-37.59,
0.15,1.28,0.36,20.37,-42.28,
0.14,1.2,0.43,8.75,-44.52,
0.19,1.05,0.44,3.29,-43.47,
0.25,0.93,0.41,8.05,-40.11,
0.23,0.85,0.41,12.18,-38.29,
0.2,0.73,0.42,13.23,-36.12,
0.15,0.67,0.39,12.81,-33.95,
0.06,0.65,0.34,11.9,-32.27,
-0.03,0.7,0.28,4.41,-32.76,
-0.05,0.75,0.21,-7,-34.65,
-0.01,0.72,0.19,-17.43,-37.52,
0.06,0.62,0.19,-22.61,-38.99,
0.1,0.53,0.24,-24.22,-41.23,
0.13,0.48,0.33,-25.83,-43.89,
0.15,0.46,0.4,-23.38,-43.33,
0.13,0.5,0.44,-17.36,-43.47,
0.14,0.59,0.4,-5.81,-42.98,
0.16,0.72,0.36,2.24,-40.46,
0.15,0.84,0.3,-0.7,1.40-39.69,
0.18,0.9,0.23,-9.45,4.76-38.92,
0.25,0.85,0.22,-21.63,2.94-33.81,
0.29,0.81,0.25,-52.43,0.84-26.11,
0.32,0.73,0.29,-46.9,3.15-17.08,
0.33,0.69,0.29,-49.21,6.72-7.49,
0.3,0.64,0.34,-48.86,14.84-0.70,
0.25,0.64,0.36,-49.21,22.541.33,
0.19,0.56,0.35,-45.92,30.87-0.42,
0.09,0.46,0.29,-36.05,39.97-4.06,
0,0.41,0.29,-25.34,45.99-8.96,
-0.07,0.45,0.25,-23.8,48.65-13.72,
-0.1,0.6,0.27,-30.45,42.63-17.78,
-0.18,0.81,0.38,-44.59,25.27-15.68,
-0.16,1.17,0.55,-57.05,7.42-4.34,
-0.12,1.52,0.63,-63,-9.3111.20,
-0.13,1.73,0.65,-76.37,-23.4529.05,
-0.09,1.75,0.63,-109.55,-39.2752.85,
-0.18,1.51,0.65,-128.38,-52.1570.84,
-0.17,1.37,0.75,-147.28,-64.1982.32,
-0.13,1.36,0.9,-160.44,-73.5787.22,
-0.17,1.44,0.99,-167.44,-76.4485.54,
-0.18,1.41,0.98,-170.24,-68.1878.96,
-0.18,1.37,0.98,-169.26,-49.4270.42,
-0.18,1.27,0.95,-174.16,-29.3361.25,
-0.12,1.18,0.93,-170.73,-12.8855.16,
-0.08,1.15,0.85,-158.55,-5.5345.01,
0.03,1.02,0.88,-144.41,0.9134.23,
0.08,0.95,0.87,-124.18,9.4524.92,
0.1,0.87,0.83,-103.11,10.7118.69,
0.14,0.76,0.79,-77.63,8.7513.72,
0.14,0.69,0.63,-55.37,6.519.87,
0.11,0.66,0.74,-37.38,2.459.10,
0.1,0.62,0.75,-22.05,-0.708.89,
0.07,0.6,0.77,-9.45,-2.106.58,
0.04,0.59,0.77,2.66,-1.404.06,
0.02,0.51,0.73,19.81,1.541.82,
0,0.45,0.67,30.52,6.09-1.47,
0.02,0.37,0.55,43.61,11.06-7.14,
0.01,0.28,0.44,54.04,14.91-10.43,
0.02,0.2,0.37,63.07,17.99-15.89,
0.02,0.15,0.33,74.69,17.99-21.77,
0.01,0.12,0.34,87.85,16.17-27.72,
0.02,0.1,0.34,101.57,15.47-32.76,
0.04,0.12,0.25,106.12,16.38-36.54,
0,0.18,0.38,108.01,17.36-39.41,
0.02,0.2,0.37,110.39,19.81-40.67,
0.04,0.21,0.34,115.71,22.61-39.69,
0.02,0.25,0.34,119.98,23.24-38.57,
0.03,0.27,0.32,125.02,24.64-34.30,
0.05,0.34,0.29,123.83,28.28-30.52,
0.03,0.41,0.25,119.28,27.86-28.42,
0,0.47,0.25,113.4,23.45-26.53,
0,0.54,0.28,110.95,16.87-23.31,
0.01,0.59,0.31,108.15,8.12-20.65,
0.03,0.63,0.33,109.69,2.45-18.27,
0.03,0.7,0.38,109.41,0.14-17.29,
0.06,0.71,0.47,105.42,2.03-14.91,
0.09,0.7,0.51,104.37,6.44-9.45,
0.07,0.72,0.55,102.13,9.94-3.57,
0.03,0.72,0.52,99.82,10.920.91,
0.04,0.78,0.49,97.65,10.503.22,
0.06,0.83,0.41,88.27,8.124.41,
0.07,0.86,0.36,77.21,3.227.21,
0.07,0.87,0.43,69.16,-1.2610.29,
0.05,0.93,0.51,64.75,-5.7413.58,
-0.02,1.01,0.58,54.67,-13.5815.75,
-0.13,1.07,0.64,38.64,-28.6318.20,
-0.24,1.02,0.77,22.4,-39.6221.91,
-0.29,1.06,0.77,3.43,-46.0624.29,
-0.32,1.09,0.81,-12.74,-47.6727.65,
-0.23,1.14,0.78,-17.08,-39.5530.80,
-0.13,1.22,0.71,-16.8,-30.6628.56,
-0.06,1.3,0.56,-23.38,-28.7023.03,
0.05,1.25,0.26,-19.39,-26.2518.90,
0.09,1.32,-0.02,-5.74,-20.9316.10,
0.09,1.36,0.06,-13.23,-11.5515.40,
0.15,1.35,0.45,-8.26,14.0016.17,
0.19,1.37,0.6,-1.82,42.6315.47,
0.24,1.59,0.6,5.25,57.9619.67,
0.35,1.8,0.56,-1.12,34.4424.36,
0.4,1.76,0.67,-31.99,5.6731.15,
0.43,1.52,0.74,-64.75,-12.6037.73,
0.34,1.19,0.67,-62.58,-14.4244.80,
0.21,0.98,0.46,-43.26,-8.6149.77,
0.08,0.84,0.25,-12.32,-0.9149.56,
0,0.74,0.22,19.81,4.9044.87,
-0.09,0.91,0.22,45.15,12.6731.08,
-0.09,1.08,0.22,60.55,14.4912.67,
-0.04,1.22,0.26,62.93,12.88-6.51,
-0.06,1.32,0.36,55.51,13.02-23.73,
0.01,1.19,0.34,47.32,18.27-34.86,
0.08,1.07,0.3,41.16,16.59-38.29,
0.14,1.02,0.27,37.38,11.55-35.63,
0.16,0.97,0.27,36.82,6.44-31.01,
0.16,0.91,0.26,38.08,2.94-26.74,
0.17,0.84,0.25,40.6,-23.24,
0.12,0.81,0.31,38.99,-26.25,
0.07,0.76,0.37,34.37,-29.96,
0.04,0.76,0.38,29.47,-33.6,
0.01,0.79,0.39,23.1,-38.29,
0.02,0.79,0.4,16.66,-38.43,
0.07,0.77,0.37,9.38,-31.99,
0.12,0.73,0.32,8.82,7.35-28.70,
0.16,0.7,0.27,7.35,13.02-24.92,
0.2,0.65,0.22,5.04,17.50-19.25,
0.23,0.62,0.19,1.75,18.06-14.77,
0.23,0.61,0.18,-2.73,15.33-11.20,
0.24,0.57,0.19,-5.74,15.05-9.10,
0.2,0.59,0.23,-10.78,14.56-7.98,
0.16,0.57,0.34,-17.99,14.91-9.10,
0.17,0.58,0.35,-21.98,16.10-11.20,
0.21,0.67,0.36,-20.93,18.62-12.67,
0.25,0.78,0.43,-21.56,25.69-13.44,
0.27,0.85,0.42,-21.14,34.79-12.46,
0.21,0.87,0.36,-18.27,42.63-11.34,
0.16,0.83,0.22,-16.17,49.28-10.01,
0.1,0.78,0.1,-16.59,50.68-8.96,
0.06,0.74,0.1,-25.9,42.98-7.42,
0.08,0.69,0.12,-34.16,30.45-5.67,
0.08,0.65,0.21,-39.62,24.15-3.57,
0.06,0.64,0.31,-40.74,20.65-1.68,
0.04,0.65,0.38,-37.94,20.86-0.42,
0.02,0.69,0.44,-36.82,23.03-0.70,
0,0.7,0.39,-33.32,23.59-1.68,
-0.03,0.71,0.35,-29.19,22.82-2.17,
0,0.75,0.26,-27.44,22.61-1.12,
0.03,0.8,0.18,-30.73,23.173.78,
0.01,0.87,0.21,-51.1,21.919.24,
-0.06,0.95,0.33,-70.49,17.0117.15,
-0.08,1.09,0.5,-89.46,8.2628.49,
-0.03,1.37,0.56,-105.07,-0.3542.00,
-0.06,1.52,0.61,-125.51,-10.4354.04,
-0.2,1.57,0.68,-146.37,-26.4666.43,
-0.34,1.59,0.72,-167.02,-42.1474.55,
-0.41,1.64,0.79,-183.61,-59.5775.88,
-0.46,1.55,0.87,-188.65,-74.4172.45,
-0.41,1.49,0.83,-187.53,-83.1670.91,
-0.38,1.37,0.84,-187.04,-76.4457.05,
-0.35,1.28,0.91,-179.69,-60.2050.19,
-0.25,1.21,1.02,-171.43,-39.8345.85,
-0.08,1.17,0.95,-155.19,-26.6039.06,
0.04,1.1,0.91,-137.9,-18.6230.17,
0.12,1.06,0.91,-118.93,-7.9822.19,
0.2,0.97,0.88,-99.33,1.4015.05,
0.25,0.89,0.83,-87.85,8.759.73,
0.3,0.76,0.8,-70.49,12.535.81,
0.26,0.73,0.76,-45.01,12.604.62,
0.25,0.67,0.75,-24.01,14.424.48,
0.17,0.59,0.74,-8.47,13.936.09,
0.1,0.52,0.7,4.06,13.232.45,
0.02,0.36,0.62,15.54,12.18-1.33,
-0.01,0.26,0.54,31.08,12.67-5.46,
-0.04,0.16,0.45,46.97,13.37-4.48,
-0.06,0.05,0.37,58.31,14.07-10.99,
-0.08,0.03,0.33,71.19,12.46-18.48,
-0.09,0.04,0.33,80.92,9.38-26.67,
-0.06,0.04,0.32,87.85,6.23-36.68,
-0.06,0.11,0.31,98.49,4.20-42.42,
-0.03,0.1,0.31,105.91,2.24-46.27,
-0.01,0.16,0.35,108.85,1.19-49.00,
0.01,0.17,0.33,115.36,0.84-49.07,
0.03,0.22,0.31,117.18,2.45-48.93,
0.07,0.23,0.3,120.12,6.37-47.18,
0.04,0.29,0.32,120.26,8.68-45.64,
0.03,0.3,0.35,117.25,10.29-43.33,
-0.01,0.38,0.4,114.94,9.24-41.30,
0,0.42,0.42,117.53,8.89-37.10,
-0.01,0.58,0.38,120.19,8.96-33.04,
0.01,0.68,0.38,122.22,8.68-28.77,
0.02,0.79,0.45,123.9,7.49-24.57,
0.08,0.87,0.52,125.02,7.00-21.91,
0.11,0.87,0.6,123.2,5.74-18.34,
0.11,0.87,0.63,112.49,5.25-14.77,
0.09,0.83,0.58,104.37,4.90-10.08,
0.08,0.83,0.52,94.85,4.97-3.50,
0.04,0.83,0.49,82.25,1.333.08,
-0.05,0.77,0.47,70.21,-6.1611.69,
-0.1,0.72,0.41,62.93,-18.9018.55,
-0.13,0.75,0.39,60.34,-27.3023.10,
-0.09,0.79,0.44,52.78,-31.8525.83,
-0.13,0.84,0.56,45.78,-32.7625.90,
-0.09,0.94,0.71,36.61,-29.4725.90,
-0.09,1.12,0.8,29.68,-15.8226.67,
-0.13,1.31,0.75,14.49,-8.4027.72,
-0.2,1.45,0.68,-6.93,-8.8228.84,
-0.28,1.47,0.44,-17.78,-17.7130.73,
-0.17,1.46,0.12,-17.08,-24.9231.36,
-0.1,1.55,0.12,-19.04,-33.8828.77,
0.08,1.48,0.27,-21.7,-29.4025.20,
0.33,1.56,0.41,-1.47,-2.3118.69,
0.47,1.84,0.32,11.83,19.6717.08,
0.52,1.83,0.6,-11.76,32.3416.80,
0.47,1.68,0.87,-53.34,30.3124.99,
0.39,1.43,0.79,-73.78,20.5131.29,
0.13,1.11,0.57,-65.66,14.9134.23,
0.11,0.98,0.4,-23.31,12.2534.65,
-0.02,0.93,0.25,-8.68,3.4331.50,
-0.07,0.9,0.19,21.28,-5.8824.57,
-0.08,0.97,0.21,48.09,-8.3314.91,
-0.06,1.1,0.22,68.6,-5.53,
-0.01,1.22,0.24,79.24,1.54-11.90,
-0.03,1.29,0.28,72.87,6.79-23.10,
0.02,1.2,0.29,58.87,9.80-29.26,
0.03,1.12,0.3,44.59,7.49-30.45,
0.09,1.02,0.33,31.29,5.25-28.49,
0.11,0.95,0.31,22.82,5.39-25.97,
0.11,0.86,0.3,16.59,6.02-23.87,
0.12,0.78,0.25,16.03,7.14-22.40,
0.12,0.74,0.21,15.33,6.30-21.77,
0.08,0.68,0.19,11.69,7.84-21.84,
0.05,0.62,0.17,11.62,11.69-22.75,
0.01,0.57,0.17,13.58,14.07-24.78,
-0.04,0.56,0.2,14.77,14.70-27.72,
-0.09,0.6,0.25,15.47,13.72-29.33,
-0.06,0.67,0.28,16.8,10.78-29.68,
-0.01,0.8,0.3,17.43,7.49-29.40,
0.05,0.9,0.32,14.42,2.17-27.58,
0.13,0.94,0.33,9.8,-28.77,
0.2,0.93,0.31,2.94,-27.72,
0.21,0.84,0.3,-8.47,-25.06,
0.26,0.75,0.24,-19.18,-19.53,
0.29,0.64,0.21,-29.33,-12.46,
0.31,0.5,0.32,-35.98,10.57-10.15,
0.26,0.41,0.45,-38.5,24.64-10.57,
0.24,0.46,0.46,-36.82,35.70-13.93,
0.17,0.66,0.37,-30.17,43.96-22.40,
0.08,0.91,0.31,-23.03,45.15-26.25,
0.04,1.08,0.31,-25.9,35.07-26.18,
0.04,1.12,0.31,-36.05,20.79-22.40,
0.07,1.01,0.24,-49.77,7.14-14.91,
0.09,0.82,0.24,-58.31,-8.89,
0.11,0.69,0.28,-63.98,-10.364.27,
0.1,0.67,0.4,-71.4,-13.3011.27,
0.13,0.69,0.49,-77.56,-9.7313.16,
0.16,0.72,0.51,-83.16,-2.1011.34,
0.14,0.7,0.45,-87.29,9.527.21,
