aX,aY,aZ,gX,gY,gZ
0.15,1.26,0.22,-171.99,-28.84-64.19,
0.21,1.05,0.23,-180.32,-33.53-70.14,
0.19,1.1,-0.03,-170.45,-40.04-72.94,
0.11,1.14,-0.28,-162.96,-43.89-73.15,
-0.01,1.23,-0.23,-145.67,-40.32-74.83,
-0.25,1.32,-0.19,-128.24,-39.97-75.67,
-0.41,1.43,0.09,-126.91,-41.51-75.11,
-0.35,1.51,0.19,-134.05,-49.28-71.89,
-0.22,1.44,0.19,-133.91,-61.39-66.99,
-0.1,1.27,0.26,-127.89,-66.57-64.96,
0.06,1.16,0.39,-117.25,-54.18-63.77,
0.23,1.14,0.46,-111.86,-33.39-62.09,
0.31,1.09,0.38,-109.55,-15.33-60.62,
0.26,1,0.28,-100.94,-10.43-60.83,
0.22,0.86,0.18,-90.37,-9.45-60.48,
0.14,0.73,0.09,-84.07,-11.90-58.03,
0.06,0.68,0.07,-80.36,-16.73-54.74,
0.02,0.6,0.04,-74.55,-25.48-50.05,
-0.01,0.61,0.11,-61.32,-34.37-49.35,
-0.01,0.62,0.13,-48.3,-40.88-46.55,
0,0.61,0.14,-33.88,-47.11-40.53,
-0.04,0.61,0.1,-23.24,-56.63-37.10,
-0.03,0.58,0.1,-17.85,-65.45-35.00,
-0.03,0.51,0.11,-11.69,-74.06-31.22,
0.05,0.44,0.12,-8.19,-75.81-29.26,
0.05,0.44,0.1,-3.22,-77.63-27.16,
0.04,0.46,0.1,-0.77,-79.94-27.16,
0.06,0.39,0.12,8.4,-79.17-26.46,
0.07,0.36,0.18,24.71,-77.14-22.68,
0.09,0.36,0.31,38.92,-75.11-16.52,
0.1,0.34,0.44,55.51,-70.00-9.17,
0.09,0.35,0.52,79.38,-58.87-1.89,
0.06,0.46,0.54,103.6,-42.144.27,
-0.03,0.63,0.54,114.31,-33.887.84,
-0.15,0.73,0.56,111.09,-27.239.66,
-0.23,0.77,0.57,104.02,-21.8413.44,
-0.27,0.9,0.59,94.43,-21.3520.58,
-0.28,1.27,0.63,77.28,-29.0520.37,
-0.3,1.54,0.79,48.58,-49.4212.11,
-0.32,1.77,0.97,21.7,-56.49-4.69,
-0.25,1.83,1.07,-14.7,-41.23-23.45,
-0.18,1.59,1.03,-38.08,-20.86-36.33,
-0.31,1.2,0.88,-36.26,-19.25-46.20,
-0.47,0.72,0.71,-21.63,-32.69-45.99,
-0.45,0.58,0.58,-20.58,-69.93-37.38,
-0.18,0.69,0.51,-26.32,-55.23-28.35,
0.01,0.99,0.33,-18.97,-38.99-23.24,
0.19,1.17,0.18,2.8,-25.20-18.34,
0.44,1.3,0.17,37.8,-10.01-8.96,
0.58,1.51,-0.05,80.78,2.735.81,
0.61,1.64,-0.52,111.65,2.594.83,
0.52,1.37,-0.29,96.25,-43.334.62,
0.4,1.16,0.5,12.46,-70.9115.54,
0.12,0.77,0.71,-42.91,-52.3617.92,
0.06,0.77,0.42,-35.14,-0.988.33,
0.22,0.67,0.42,-44.66,46.343.78,
0.24,0.58,0.17,-20.16,97.230.84,
-0.02,0.62,-0.06,18.69,141.263.43,
-0.15,0.77,-0.32,59.15,147.637.77,
-0.19,0.8,-0.61,106.12,114.7313.23,
-0.15,0.93,-0.59,113.54,64.8917.99,
-0.2,1.09,-0.29,114.52,31.0817.15,
-0.28,1.23,0,108.43,17.7110.15,
-0.35,1.08,0.16,111.79,19.537.84,
-0.17,1.11,0.24,94.01,31.788.89,
-0.04,0.78,0.07,99.89,27.7917.78,
0.22,0.77,0.25,84.91,32.4129.82,
0.27,0.72,0.3,77.14,40.3938.64,
0.15,0.66,0.16,75.6,49.4247.18,
0.1,0.7,0.04,76.65,57.8950.61,
0.04,0.81,-0.07,79.73,59.2248.72,
-0.02,0.88,-0.08,80.64,59.2944.10,
-0.05,0.85,-0.02,85.61,60.8341.51,
-0.09,0.82,0.06,87.99,62.5140.18,
-0.14,0.83,0.14,85.68,64.2638.36,
-0.16,0.83,0.13,83.16,64.5435.91,
-0.19,0.8,0.06,77.56,60.4137.31,
-0.18,0.86,0.05,75.53,51.3839.83,
-0.18,0.85,0.05,69.72,43.8244.52,
-0.16,0.89,0.1,66.43,39.3449.07,
-0.16,0.91,0.14,65.38,35.8453.20,
-0.12,0.91,0.16,64.33,34.2355.79,
-0.08,0.92,0.19,64.33,35.0056.70,
-0.05,0.96,0.24,66.29,39.4155.93,
-0.05,1.05,0.27,68.53,47.0453.20,
-0.1,1.13,0.24,61.88,53.9747.39,
-0.17,1.18,0.16,48.09,55.3737.45,
-0.2,1.19,0.08,33.74,51.3128.49,
-0.38,1.29,-0.08,14.63,41.6520.02,
-0.55,1.4,-0.18,-1.96,30.037.98,
-0.56,1.33,-0.15,-8.89,14.70-6.02,
-0.39,1.29,0.1,-10.36,-17.57-11.20,
-0.28,1.28,0.29,-18.69,1.47-15.19,
-0.19,1.32,0.27,-42.35,4.20-15.47,
-0.26,1.36,0.14,-59.01,5.11-17.99,
-0.25,1.43,0.06,-76.93,-4.13-24.78,
-0.22,1.52,0.13,-96.25,-15.68-41.65,
-0.03,1.57,0.37,-129.43,-13.23-57.54,
0.09,1.37,0.34,-171.92,-0.42-69.16,
0.2,1.18,0.16,-185.99,0.49-73.43,
0.36,1.09,0.11,-184.73,-2.31-70.35,
0.32,0.96,-0.17,-174.58,-0.35-62.16,
0.06,1.08,-0.27,-154.7,-0.42-59.36,
-0.15,1.25,-0.21,-138.53,-10.99-56.77,
-0.2,1.45,0.1,-128.03,-15.47-61.53,
-0.09,1.52,0.42,-128.66,-14.07-62.93,
-0.06,1.46,0.46,-129.71,-9.24-61.39,
0.01,1.18,0.36,-124.81,-7.07-57.47,
0.08,1.01,0.35,-115.36,-5.53-51.10,
0.15,0.96,0.34,-111.37,-7.14-45.08,
0.1,0.92,0.29,-107.1,-11.27-40.25,
0.03,0.91,0.24,-99.54,-12.81-40.11,
0,0.85,0.15,-94.43,-18.83-38.57,
0.01,0.79,0.14,-87.15,-22.96-38.50,
0.03,0.69,0.09,-80.64,-27.23-37.80,
0.04,0.69,0.06,-73.29,-35.63-36.61,
0.03,0.62,0.06,-62.65,-40.60-34.58,
0.03,0.6,0.08,-47.32,-42.63-32.13,
0.03,0.58,0.07,-33.88,-46.06-30.38,
0.05,0.55,0.11,-22.26,-49.63-28.56,
0.06,0.51,0.18,-15.68,-50.12-26.60,
0.05,0.51,0.21,-13.79,-48.65-23.94,
0.04,0.47,0.23,-10.15,-48.02-23.24,
0,0.48,0.21,1.47,-51.52-22.26,
-0.02,0.44,0.16,12.04,-56.07-22.12,
0.01,0.38,0.18,21.28,-57.26-19.04,
-0.01,0.35,0.19,34.3,-58.17-14.28,
-0.02,0.35,0.23,45.57,-59.22-9.80,
-0.02,0.34,0.29,58.03,-59.01-4.62,
-0.02,0.34,0.32,73.64,-57.471.19,
-0.03,0.41,0.37,92.12,-56.007.21,
-0.05,0.5,0.39,108.15,-53.7614.28,
-0.14,0.68,0.41,118.02,-51.3817.99,
-0.25,0.81,0.47,115.85,-48.5820.02,
-0.28,0.92,0.59,102.76,-43.7524.78,
-0.26,1.18,0.68,77.07,-35.8427.72,
-0.28,1.5,0.76,27.51,-39.8322.75,
-0.26,1.69,0.95,-4.41,-44.387.77,
-0.14,1.72,1.18,-22.54,-28.07-11.06,
-0.07,1.65,1.1,-40.53,-8.82-26.11,
-0.01,1.36,0.98,-46.9,-9.24-31.29,
-0.18,1.04,0.77,-31.78,-37.24-34.58,
-0.25,0.73,0.65,-22.33,-53.97-31.43,
-0.13,0.71,0.49,-24.01,-54.81-24.15,
0.06,0.88,0.36,-28,-37.38-14.35,
0.15,1.18,0.18,-18.55,-19.53-9.38,
0.31,1.44,0.24,9.24,-6.16-2.94,
0.42,1.58,0.12,48.51,11.624.20,
0.45,1.59,-0.4,89.18,9.456.30,
0.39,1.36,-0.37,64.82,-30.248.54,
0.29,0.98,0.23,-5.67,-59.6422.26,
0.13,0.77,0.48,-38.71,-47.8127.09,
0.11,0.77,0.39,-45.71,-12.1819.04,
0.22,0.75,0.3,-43.61,29.9617.36,
0.1,0.71,0.08,-11.41,93.599.17,
-0.11,0.76,-0.11,36.12,129.994.41,
-0.14,0.87,-0.29,77.56,131.817.35,
-0.15,0.85,-0.49,99.05,94.4314.63,
-0.12,0.92,-0.36,104.44,55.1618.97,
-0.22,1.06,-0.16,103.74,31.8515.12,
-0.29,1.08,0.04,108.43,23.318.89,
-0.23,1.14,0.23,106.61,31.785.81,
-0.1,1,0.24,98.7,43.549.52,
0.09,0.86,0.15,99.75,47.0418.69,
0.25,0.79,0.21,92.12,46.6929.47,
0.25,0.72,0.25,86.1,46.5538.01,
0.14,0.57,0.16,82.67,51.1746.13,
0.03,0.63,0.03,87.43,50.5450.68,
-0.08,0.73,-0.05,80.22,47.4650.47,
-0.1,0.75,-0.08,84.21,43.1949.42,
-0.1,0.8,0.01,85.75,42.4246.97,
-0.12,0.78,0.1,86.52,42.3544.59,
-0.13,0.84,0.16,80.99,44.0341.37,
-0.13,0.87,0.15,76.79,46.4139.55,
-0.15,0.89,0.09,74.69,44.8739.69,
-0.15,0.88,0.06,71.05,38.8541.02,
-0.18,0.85,0.07,68.81,36.1943.26,
-0.19,0.87,0.11,66.64,35.8445.50,
-0.2,0.89,0.12,64.33,35.4946.97,
-0.17,0.9,0.12,63.14,34.9348.51,
-0.12,0.94,0.14,61.95,33.4649.00,
-0.04,1.03,0.19,62.93,36.2647.67,
-0.02,1.09,0.23,56.7,42.6344.10,
-0.07,1.17,0.18,48.16,46.2038.15,
-0.15,1.22,0.03,37.1,43.5429.89,
-0.17,1.21,-0.03,26.67,40.3920.23,
-0.26,1.23,-0.1,20.16,31.9214.00,
-0.33,1.28,-0.1,10.5,19.955.88,
-0.31,1.27,-0.05,1.82,11.27-0.91,
-0.22,1.29,0.07,-3.85,5.53-5.46,
-0.19,1.32,0.22,-11.69,4.55-8.54,
-0.23,1.33,0.27,-26.32,7.91-9.59,
-0.26,1.31,0.21,-48.93,14.28-12.88,
-0.27,1.35,0.1,-64.47,14.14-19.46,
-0.29,1.41,0.02,-77.56,4.27-31.71,
-0.22,1.51,0.08,-101.22,0.07-48.30,
-0.1,1.47,0.18,-126.42,-0.14-64.54,
-0.05,1.36,0.16,-153.51,-7.21-71.54,
-0.01,1.18,0.28,-171.15,-20.72-73.85,
0.16,1.09,0.42,-175.7,-25.48-70.21,
0.22,1.01,-0.11,-175.98,-23.17-63.63,
0.08,1.01,-0.49,-157.36,-37.52-57.68,
-0.13,1.17,-0.41,-137.2,-55.65-52.85,
-0.27,1.3,-0.02,-129.78,-59.57-52.57,
-0.22,1.4,0.33,-131.81,-52.99-56.98,
-0.13,1.43,0.52,-133.28,-41.02-60.41,
0.02,1.38,0.43,-133.98,-32.06-59.50,
0.21,1.18,0.42,-124.95,-24.15-55.16,
0.24,1.11,0.41,-113.61,-15.68-48.86,
0.21,1.05,0.34,-110.81,-10.57-41.37,
0.13,1,0.25,-102.83,-8.26-40.46,
0.08,0.89,0.2,-92.68,-11.76-38.92,
0.05,0.76,0.18,-82.95,-15.26-36.89,
-0.03,0.67,0.09,-73.15,-25.13-36.54,
0,0.64,0.15,-66.57,-26.67-34.30,
-0.06,0.6,0.05,-61.04,-34.02-31.99,
-0.08,0.54,0.01,-52.99,-40.60-31.29,
-0.1,0.47,-0.02,-35.84,-49.00-30.94,
-0.09,0.48,0.01,-21.7,-57.05-31.57,
-0.1,0.46,0.05,-15.05,-67.41-30.80,
-0.02,0.43,0.11,-10.43,-71.40-29.33,
-0.04,0.43,0.15,-3.78,-74.97-28.42,
-0.04,0.48,0.16,-0.07,-77.77-30.03,
0.03,0.43,0.18,7,-75.88-31.29,
0.06,0.39,0.18,17.29,-77.77-26.88,
0.08,0.4,0.22,29.12,-76.93-24.01,
0.11,0.41,0.26,42.35,-73.01-18.69,
0.12,0.39,0.33,56.28,-67.48-13.02,
0.11,0.37,0.37,79.38,-57.82-5.39,
0.06,0.43,0.41,97.79,-46.693.29,
-0.04,0.56,0.44,108.99,-40.119.94,
-0.15,0.7,0.5,112.28,-34.8610.43,
-0.25,0.76,0.56,109.9,-27.7913.23,
-0.22,0.93,0.66,101.15,-18.4817.57,
-0.24,1.22,0.67,71.47,-13.1617.15,
-0.27,1.48,0.74,36.4,-19.1110.08,
-0.27,1.59,0.95,5.81,-22.96-2.59,
-0.26,1.6,1.04,-17.78,-11.83-17.85,
-0.26,1.54,1.02,-46.55,-9.31-24.15,
-0.2,1.28,0.89,-49.07,-26.39-30.59,
-0.3,0.98,0.64,-26.11,-44.45-34.65,
-0.32,0.83,0.48,-11.27,-57.68-31.29,
-0.11,0.87,0.48,-11.62,-55.86-20.72,
0.04,1.14,0.42,-10.92,-44.03-10.92,
0.24,1.4,0.37,-3.57,-28.49-3.08,
0.46,1.62,0.31,26.74,-9.173.15,
0.54,1.84,0.09,50.4,14.6310.99,
0.52,1.66,-0.38,74.06,19.465.18,
0.42,1.29,-0.16,52.99,-10.99-3.57,
0.35,0.88,0.42,-6.09,-31.221.26,
0.2,0.49,0.32,-16.45,-12.605.11,
0.13,0.47,0.2,-17.36,9.872.94,
0.26,0.41,0.27,-28.42,44.3811.13,
0.12,0.5,0.11,-14,88.9715.19,
-0.15,0.66,-0.21,37.59,120.6821.63,
-0.19,0.98,-0.42,69.02,113.8227.37,
-0.14,1.08,-0.52,88.83,79.1729.47,
-0.11,1.1,-0.32,94.15,39.3426.88,
-0.2,1.1,-0.1,106.4,20.4418.34,
-0.26,1.07,0.06,118.79,17.2211.83,
-0.24,1.02,0.18,111.16,22.4011.69,
-0.08,1.05,0.27,93.73,33.6011.76,
0.03,0.84,0.18,90.23,38.5715.61,
0.13,0.75,0.24,87.22,37.1027.51,
0.23,0.64,0.31,88.55,49.5631.71,
0.15,0.7,0.18,84.28,62.7936.47,
0.02,0.73,0,83.79,65.3139.90,
-0.05,0.76,-0.15,91.14,59.3641.65,
-0.09,0.83,-0.14,93.24,55.3740.46,
-0.11,0.89,-0.05,89.25,52.4338.15,
-0.15,0.87,0.05,84.21,50.6136.61,
-0.16,0.87,0.13,80.43,50.9636.19,
-0.14,0.86,0.14,76.93,50.8935.70,
-0.11,0.87,0.13,69.65,48.1635.70,
-0.13,0.85,0.1,62.58,45.4337.31,
-0.14,0.86,0.1,57.68,45.0838.99,
-0.14,0.87,0.08,55.65,42.1442.07,
-0.15,0.87,0.08,55.3,38.2946.06,
-0.13,0.89,0.09,57.19,34.5849.49,
-0.12,0.9,0.09,59.71,32.1352.01,
-0.11,0.93,0.1,60.97,33.2552.29,
-0.11,0.96,0.11,62.3,36.7551.59,
-0.09,1.03,0.13,63.42,40.3948.44,
-0.1,1.13,0.14,60.2,43.4742.77,
-0.16,1.24,0.09,48.51,43.0535.28,
-0.18,1.22,0.01,35.56,38.8527.79,
-0.27,1.21,-0.03,27.58,27.4421.84,
-0.36,1.24,-0.05,13.58,17.1514.28,
-0.36,1.25,-0.01,4.55,11.694.83,
-0.25,1.27,0.15,-0.7,9.10-3.50,
-0.16,1.29,0.18,-7.14,10.15-10.57,
-0.12,1.37,0.17,-20.3,16.73-16.03,
-0.16,1.42,0.11,-37.94,17.92-20.16,
-0.24,1.48,0.04,-57.19,10.78-29.05,
-0.23,1.56,0.02,-76.58,1.96-42.56,
-0.12,1.62,0.13,-101.99,1.96-59.01,
-0.07,1.56,0.18,-125.51,8.40-74.06,
-0.05,1.32,0.08,-153.37,9.59-76.44,
0.07,1.09,0.12,-167.44,-10.15-73.22,
0.25,0.99,0.16,-161.7,-22.19-65.52,
0.3,0.96,-0.1,-154,-23.66-57.68,
0.17,0.91,-0.39,-149.38,-31.92-48.09,
-0.02,1.08,-0.26,-140.28,-40.46-38.71,
-0.07,1.29,0.16,-137.55,-42.28-38.85,
-0.1,1.43,0.44,-145.88,-31.43-48.86,
-0.06,1.32,0.51,-148.19,-17.71-53.20,
0.03,1.25,0.36,-137.41,-8.89-52.22,
0.13,1.12,0.35,-125.58,-2.94-47.11,
0.11,1.12,0.32,-123.13,-2.59-38.92,
0.03,1.08,0.24,-122.85,-10.57-30.03,
-0.03,0.96,0.17,-115.5,-20.44-26.18,
-0.02,0.88,0.15,-102.55,-23.59-27.30,
0.05,0.82,0.13,-98.77,-25.41-25.97,
0.08,0.69,0.1,-87.01,-26.53-23.80,
0.12,0.66,0.13,-81.06,-26.46-20.51,
0.07,0.59,0.09,-73.08,-26.46-18.06,
0.05,0.53,0.03,-62.16,-27.23-18.27,
0.01,0.5,0.02,-42.35,-29.75-18.76,
0.04,0.52,0.08,-29.75,-31.15-20.51,
0.03,0.48,0.1,-21,-35.63-20.65,
0.01,0.46,0.13,-15.26,-39.76-18.83,
0.04,0.43,0.17,-9.38,-42.00-16.52,
0.03,0.43,0.18,-1.19,-45.99-11.48,
0.02,0.45,0.19,4.9,-48.30-10.08,
-0.01,0.41,0.23,13.37,-49.00-8.54,
-0.03,0.38,0.22,27.44,-49.28-4.97,
-0.05,0.36,0.27,44.38,-49.63-1.33,
-0.05,0.33,0.33,62.02,-47.391.61,
-0.06,0.3,0.39,82.67,-44.107.28,
-0.1,0.44,0.4,96.6,-43.8913.16,
-0.15,0.59,0.44,102.48,-45.2218.06,
-0.23,0.72,0.47,104.3,-44.5220.16,
-0.27,0.85,0.54,90.58,-41.8619.39,
-0.23,0.95,0.69,76.86,-32.5517.43,
-0.17,1.21,0.81,57.68,-20.3016.52,
-0.19,1.8,0.9,26.18,-21.145.67,
-0.14,2.05,1.03,-9.17,-24.85-16.52,
-0.06,1.92,1.09,-32.13,-16.59-32.20,
-0.14,1.59,1.11,-44.45,-24.85-44.17,
-0.37,1.04,0.98,-43.82,-49.00-51.52,
-0.44,0.57,0.81,-37.8,-67.34-46.83,
-0.32,0.43,0.62,-41.86,-66.71-36.82,
-0.13,0.75,0.42,-41.72,-44.03-25.76,
0.09,1.05,0.12,-20.51,-22.54-19.95,
0.35,1.3,0.02,22.68,-12.25-10.85,
0.54,1.6,0.04,55.58,-4.412.38,
0.57,1.69,-0.31,96.95,-6.309.10,
0.49,1.57,-0.26,88.2,-42.0710.43,
0.37,1.24,0.36,7.56,-66.1518.48,
0.15,0.8,0.53,-39.62,-55.9323.94,
0.24,0.86,0.38,-46.76,-16.2416.45,
0.29,0.73,0.42,-61.18,22.9611.62,
0.25,0.52,0.26,-24.71,81.060.28,
0.07,0.53,-0.01,17.99,139.30-4.27,
-0.06,0.67,-0.41,60.2,157.011.75,
-0.14,0.82,-0.69,90.3,120.2617.50,
-0.15,1,-0.57,100.24,66.5723.45,
-0.16,1.19,-0.34,108.99,30.2418.20,
-0.26,1.2,-0.11,109.13,14.1412.67,
-0.28,1.19,0.14,115.29,11.979.03,
-0.2,1.09,0.23,112.35,21.499.59,
0,1.02,0.2,95.48,30.7315.05,
0.11,0.74,0.19,90.79,31.4328.28,
0.36,0.73,0.3,89.39,41.6535.77,
0.2,0.73,0.25,81.97,55.3040.60,
0.1,0.71,0.09,80.64,64.8243.19,
0.01,0.69,-0.17,83.58,55.0946.76,
0.01,0.78,-0.15,86.8,42.1446.97,
-0.03,0.82,-0.08,85.47,39.3443.33,
-0.04,0.83,0.04,85.54,42.5640.11,
-0.09,0.81,0.12,84.98,47.4638.92,
-0.11,0.84,0.15,80.78,51.0337.10,
-0.1,0.9,0.13,75.74,53.6935.56,
-0.11,0.88,0.06,71.19,53.4135.28,
-0.11,0.89,0.06,66.01,51.5253.55,
-0.14,0.85,0.05,65.1,47.0438.50,
-0.16,0.85,0.07,64.4,43.3341.79,
-0.16,0.87,0.1,61.95,40.9544.73,
-0.14,0.87,0.11,60.2,38.0147.88,
-0.11,0.9,0.09,59.57,35.7050.05,
-0.06,0.94,0.1,62.3,35.7751.45,
-0.03,1.03,0.17,67.48,37.8050.75,
-0.04,1.14,0.23,70.07,42.7047.88,
-0.14,1.22,0.18,60.76,47.8141.58,
-0.21,1.26,0.08,43.19,44.8733.95,
-0.27,1.23,0.04,26.18,32.2026.32,
-0.39,1.28,-0.07,11.83,19.3919.18,
-0.44,1.29,-0.14,1.33,13.308.89,
-0.35,1.27,-0.08,-2.03,5.11-2.73,
-0.17,1.31,0.15,-4.27,-2.03-8.75,
-0.1,1.35,0.27,-14.7,1.12-11.76,
-0.11,1.37,0.32,-36.4,7.98-13.51,
-0.15,1.35,0.21,-57.12,14.56-17.29,
-0.16,1.35,0.03,-74.2,15.47-25.34,
-0.16,1.41,0,-91,7.70-41.23,
-0.06,1.47,0.13,-112,6.79-57.96,
0.03,1.42,0.19,-134.33,8.75-68.88,
0.04,1.32,0.21,-166.04,3.85-72.52,
0.04,1.16,0.14,-184.52,-7.21-68.74,
0.18,1,-0.11,-167.86,-15.89-61.39,
0.21,0.93,-0.32,-154.84,-20.09-37.59,
0.04,1.05,-0.28,-142.52,-26.60-48.79,
-0.16,1.19,-0.13,-132.51,-37.94-45.01,
-0.16,1.33,0.13,-126.63,-37.10-49.63,
-0.12,1.4,0.41,-130.9,-32.20-55.86,
0.01,1.3,0.51,-132.16,-22.33-56.91,
0.11,1.18,0.38,-123.41,-16.87-56.14,
0.21,1.07,0.41,-115.29,-8.96-50.26,
0.17,1.03,0.36,-110.32,-3.71-44.17,
0.04,1.06,0.26,-110.39,-8.40-39.62,
-0.02,0.94,0.17,-101.01,-14.63-37.38,
-0.03,0.88,0.13,-91,-21.14-35.70,
0.01,0.8,0.08,-82.81,-23.38-35.49,
0.06,0.71,0.09,-79.59,-28.07-33.95,
0.08,0.64,0.08,-73.36,-30.80-32.27,
0.06,0.59,0.09,-66.08,-33.67-29.26,
0.01,0.57,0.08,-49.63,-35.56-30.66,
-0.01,0.55,0.05,-28.91,-38.85-30.87,
0,0.55,0.08,-20.51,-42.14-31.22,
0.02,0.48,0.13,-15.26,-45.92-30.24,
0.06,0.47,0.17,-12.25,-47.81-28.00,
0.05,0.43,0.17,-6.23,-50.89-24.92,
0.02,0.44,0.14,-0.84,-56.49-24.01,
0.03,0.45,0.17,2.03,-59.08-21.77,
0.02,0.39,0.18,14.49,-57.82-20.02,
0.01,0.39,0.19,28.42,-56.84-15.61,
0.03,0.4,0.26,44.1,-54.46-11.27,
0.03,0.4,0.32,62.3,-51.45-5.46,
0.04,0.41,0.37,81.41,-47.390.35,
0,0.52,0.42,93.59,-43.757.07,
-0.08,0.64,0.46,102.83,-41.9311.76,
-0.16,0.71,0.5,109.83,-39.2713.79,
-0.24,0.78,0.58,111.72,-34.1616.52,
-0.26,0.94,0.69,101.29,-25.7620.02,
-0.26,1.31,0.69,74.06,-17.4318.13,
-0.29,1.61,0.74,40.11,-23.177.14,
-0.26,1.77,0.89,12.81,-23.10-10.36,
-0.23,1.75,0.98,-17.01,-14.35-23.03,
-0.23,1.6,1.06,-36.26,-14.91-29.89,
-0.33,1.3,0.99,-32.55,-27.79-38.15,
-0.46,0.89,0.82,-27.51,-45.85-39.83,
-0.44,0.71,0.58,-29.4,-55.72-31.57,
-0.17,0.87,0.4,-33.04,-42.07-21.14,
0.06,1.18,0.15,-32.55,-33.11-11.76,
0.37,1.32,0.12,-8.19,-24.92-3.50,
0.58,1.54,0.06,25.13,-14.985.60,
0.62,1.63,-0.18,54.81,-7.1410.99,
0.6,1.29,-0.29,79.45,-15.339.17,
0.38,1.05,0.22,47.95,-52.2214.63,
0.27,0.73,0.55,-7.63,-50.6119.11,
0.02,0.65,0.38,-12.18,-10.0114.14,
0.08,0.65,0.36,-20.23,29.617.98,
0.23,0.68,0.23,-30.17,66.437.35,
0.15,0.63,-0.03,-10.99,104.168.12,
-0.08,0.82,-0.31,22.61,119.2115.68,
-0.13,0.95,-0.48,56.14,99.8921.07,
-0.1,1,-0.48,83.37,65.8722.40,
-0.07,1.03,-0.3,93.52,39.3421.35,
-0.18,1,-0.07,108.08,27.1613.93,
-0.28,1.01,0.07,115.29,22.8912.18,
-0.25,1.11,0.16,105.14,27.1611.13,
-0.03,1.06,0.17,91.21,33.0412.81,
0.04,0.83,0.15,83.02,32.4118.41,
0.17,0.76,0.25,79.8,34.1626.25,
0.21,0.71,0.3,78.54,44.8730.59,
0.17,0.74,0.17,78.33,57.9632.97,
0.07,0.78,-0.02,77.28,60.0636.40,
-0.02,0.76,-0.18,84.35,48.5840.60,
-0.06,0.85,-0.12,83.02,41.8639.20,
-0.07,0.87,-0.01,82.46,41.3738.08,
-0.09,0.88,0.1,75.11,43.0537.31,
-0.08,0.84,0.16,73.64,45.1537.66,
-0.06,0.87,0.18,69.09,47.1137.52,
-0.06,0.85,0.13,63.63,48.3737.45,
-0.11,0.82,0.08,59.36,45.9238.85,
-0.13,0.79,0.05,59.78,44.1742.84,
-0.14,0.81,0.06,59.64,43.9645.01,
-0.13,0.83,0.03,60.2,41.6548.65,
-0.11,0.85,0.03,61.39,39.2751.24,
-0.1,1,0.04,63.91,35.9852.99,
-0.07,0.92,0.07,67.9,34.5153.13,
-0.03,0.98,0.16,72.38,37.9451.10,
-0.04,1.09,0.22,71.19,43.3348.51,
-0.11,1.2,0.2,61.74,46.8343.40,
-0.17,1.25,0.12,46.55,47.8135.28,
-0.2,1.26,0.06,30.17,45.1527.86,
-0.31,1.26,-0.07,15.89,37.5217.78,
-0.42,1.3,-0.14,3.29,25.837.49,
-0.4,1.26,-0.07,-3.01,16.31-2.17,
-0.25,1.28,0.08,-6.58,8.33-8.47,
-0.17,1.33,0.23,-15.82,7.35-11.20,
-0.16,1.37,0.31,-32.83,11.76-12.18,
-0.2,1.36,0.24,-54.39,17.92-14.49,
-0.23,1.38,0.1,-73.22,21.56-20.51,
-0.21,1.43,-0.01,-86.87,12.04-30.31,
-0.1,1.47,0.1,-107.66,7.70-42.70,
-0.01,1.41,0.24,-136.15,8.47-53.34,
0.02,1.32,0.17,-166.39,7.63-60.34,
0.04,1.18,0.21,-188.23,-1.68-62.72,
0.15,1.05,0.17,-189.28,-10.92-58.87,
0.17,0.95,-0.16,-178.78,-16.94-52.92,
-0.02,1.03,-0.38,-159.6,-28.98-52.43,
-0.18,1.19,-0.24,-137.2,-42.42-52.99,
-0.15,1.32,0.01,-125.16,-41.23-56.84,
-0.12,1.37,0.41,-119.56,-35.77-60.62,
-0.05,1.39,0.54,-120.75,-25.83-59.57,
0.05,1.25,0.4,-113.05,-21.70-57.75,
0.17,1.09,0.39,-104.65,-18.55-53.13,
0.2,1.01,0.36,-104.23,-13.51-47.81,
0.16,0.98,0.27,-100.8,-12.04-44.10,
0.09,0.91,0.21,-92.47,-12.74-42.35,
0.07,0.8,0.18,-81.83,-13.44-41.30,
0.09,0.71,0.18,-73.64,-14.21-38.64,
0.08,0.63,0.13,-68.46,-16.52-36.19,
0.08,0.68,0.09,-70.49,-24.92-32.27,
0.05,0.6,0.13,-60.27,-26.60-32.48,
0.02,0.59,0.14,-45.43,-24.22-32.83,
0.01,0.57,0.07,-28.42,-26.25-32.48,
-0.03,0.57,0.06,-15.05,-33.53-32.13,
-0.07,0.57,0.11,-11.06,-39.27-30.80,
-0.05,0.55,0.19,-10.64,-43.47-29.12,
-0.04,0.54,0.21,-5.04,-44.80-30.45,
-0.03,0.51,0.21,0.56,-45.29-31.78,
0.02,0.43,0.21,7.21,-46.13-28.63,
0.05,0.38,0.19,16.94,-49.42-24.43,
0.04,0.35,0.24,28.07,-50.96-17.71,
0.06,0.34,0.3,41.09,-49.35-11.90,
0.08,0.35,0.35,57.89,-43.19-4.62,
0.07,0.38,0.34,83.16,-36.823.29,
0.01,0.47,0.34,97.44,-33.5311.97,
-0.11,0.56,0.41,105.42,-32.9718.13,
-0.24,0.62,0.49,113.33,-30.9423.73,
-0.33,0.81,0.55,113.12,-25.9727.44,
-0.35,1.06,0.63,96.81,-16.8728.35,
