aX,aY,aZ,gX,gY,gZ
-0.18,1.07,0.58,89.67,-61.3924.43,
-0.27,1.61,0.37,118.09,-76.0926.46,
-0.41,2.12,0.34,105.28,-87.5719.04,
-0.59,1.94,0.37,57.75,-79.948.05,
-0.54,1.76,0.36,2.52,-59.781.33,
-0.37,1.21,0.33,-20.86,-45.290.21,
-0.30,0.84,0.23,-23.59,-57.12,
-0.19,0.70,0.12,-17.50,-75.25,
-0.14,0.58,-0.01,-6.37,-87.64,
-0.14,0.48,-0.07,12.39,-102.06,
-0.20,0.55,-0.13,52.64,-114.17,
-0.26,0.76,-0.13,51.87,-128.17,
-0.27,0.98,-0.03,57.33,-139.93,
-0.26,1.18,0.07,62.58,-147.70,
-0.27,1.38,0.14,69.79,-154.14,
-0.18,1.44,0.18,78.05,-157.43,
-0.07,1.42,0.14,83.93,-160.16,
0.03,1.33,0.11,81.83,-165.55,
0.15,1.21,0.09,76.65,-168.98,
0.18,1.13,0.02,69.86,-171.36,
0.23,1.07,-0.01,61.25,-168.07,
0.20,1.01,0.01,53.27,-161.84,
0.13,0.99,0.03,46.90,-153.30,
0.06,0.99,0.05,40.60,-150.64,
0.02,0.98,0.06,34.79,-151.76,
0.01,0.96,0.05,33.95,-154.91,
0.03,0.95,0.07,33.18,-154.98,
0.04,0.92,0.04,34.02,-155.19,
0.08,0.91,0.03,34.79,-151.06,
0.07,0.92,0.02,31.78,-149.45,
0.08,0.90,0.00,32.62,-147.70,
0.06,0.92,0.00,30.73,-149.59,
0.07,0.91,0.04,30.59,-150.92,
0.09,0.91,0.06,29.47,-149.17,
0.08,0.93,0.07,28.21,-151.34,
0.10,0.93,0.08,24.50,-149.10,
0.13,0.92,0.10,21.28,-147.21,
0.16,0.91,0.10,18.13,-143.78,
0.19,0.91,0.10,15.26,-137.06,
0.22,0.92,0.07,15.05,-130.06,
0.23,0.95,0.06,14.84,-124.25,
0.23,0.95,0.07,13.30,-116.97,
0.22,0.94,0.09,11.69,-111.51,
0.18,0.94,0.11,11.90,-110.18,
0.18,0.91,0.15,12.81,-108.64,
0.19,0.89,0.15,13.93,-104.02,
0.20,0.91,0.17,14.70,-99.40,
0.20,0.93,0.16,14.84,-95.55,
0.21,0.95,0.14,12.39,-90.58,
0.20,0.98,0.13,10.43,-86.73,
0.18,1.00,0.13,9.17,-84.35,
0.14,1.03,0.11,6.86,-82.39,
0.09,1.03,0.12,4.90,-80.43,
0.08,1.05,0.14,4.62,-74.62,
0.09,1.05,0.15,3.92,-70.84,
0.08,1.07,0.18,1.75,-67.90,
0.10,1.07,0.22,0.00,-63.35,
0.12,1.06,0.23,-2.38,-60.27,
0.12,1.05,0.22,-7.00,-58.38,
0.12,1.03,0.23,-13.72,-56.21,
0.13,1.02,0.22,-22.68,-54.32,
0.12,1.01,0.21,-34.37,-54.602.52,
0.11,1.02,0.23,-46.97,-56.355.46,
0.10,1.05,0.22,-63.00,-57.478.89,
0.07,1.08,0.19,-76.09,-56.9815.05,
0.00,1.14,0.18,-91.49,-56.0724.85,
-0.11,1.18,0.19,-108.43,-57.1240.60,
-0.18,1.21,0.21,-123.41,-60.6954.04,
-0.28,1.20,0.22,-135.66,-68.6066.64,
-0.35,1.16,0.23,-147.70,-77.2176.16,
-0.40,1.10,0.32,-151.83,-84.2180.78,
-0.41,1.08,0.46,-155.82,-90.0980.85,
-0.45,1.12,0.44,-151.83,-94.5773.71,
-0.50,1.26,0.40,-143.85,-91.9161.25,
-0.42,1.30,0.29,-139.30,-87.8546.69,
-0.28,1.27,0.23,-135.10,-80.3633.95,
-0.13,1.20,0.25,-126.49,-68.6721.07,
-0.02,1.19,0.30,-122.71,-54.8810.15,
0.08,1.05,0.41,-121.80,-36.19,
0.22,0.88,0.48,-113.33,-29.12,
0.29,0.87,0.47,-93.73,-22.47,
0.26,0.92,0.50,-81.48,-15.75,
0.21,1.00,0.56,-77.35,-23.6611.41,
0.12,1.00,0.61,-81.41,-29.9625.83,
0.01,0.95,0.63,-84.42,-28.2132.62,
-0.06,0.88,0.57,-83.37,-20.8635.56,
-0.09,0.78,0.49,-78.19,-17.0834.51,
-0.12,0.68,0.46,-75.11,-15.6126.88,
-0.03,0.57,0.46,-63.98,-12.6016.94,
0.04,0.53,0.47,-58.03,-13.0911.62,
0.12,0.53,0.46,-44.45,-15.1212.53,
0.21,0.42,0.42,-27.37,-16.6615.61,
0.20,0.40,0.39,-13.02,-16.9417.78,
0.18,0.32,0.35,-1.96,-12.3915.82,
0.14,0.28,0.32,6.51,-7.5610.71,
0.11,0.29,0.32,14.28,-4.135.11,
0.08,0.33,0.35,21.35,-3.29,
0.05,0.37,0.38,26.95,1.68-7.77,
0.04,0.40,0.40,32.97,5.95-11.90,
0.02,0.46,0.44,38.64,9.38-13.44,
0.04,0.51,0.47,40.18,12.74-14.77,
0.06,0.53,0.46,46.55,14.35-15.68,
0.09,0.58,0.47,51.31,13.16-17.29,
0.09,0.59,0.48,53.90,9.45-19.46,
0.12,0.59,0.48,58.17,5.32-20.65,
0.14,0.62,0.49,61.32,2.45-21.42,
0.14,0.64,0.49,65.73,0.77-22.26,
0.13,0.66,0.49,69.44,0.21-23.03,
0.12,0.69,0.49,71.19,0.21-24.15,
0.10,0.72,0.51,73.22,-27.37,
0.09,0.75,0.53,76.44,-29.26,
0.08,0.79,0.55,77.91,0.28-30.73,
0.09,0.85,0.59,77.42,1.68-30.87,
0.12,0.91,0.63,75.74,2.80-28.91,
0.13,0.96,0.65,69.44,3.43-24.92,
0.11,1.01,0.66,60.69,5.18-17.50,
0.07,1.14,0.70,47.74,6.58-6.37,
0.05,1.28,0.76,31.50,8.821.33,
0.01,1.47,0.79,9.24,6.308.82,
0.03,1.58,0.86,-23.66,0.2116.52,
0.07,1.46,0.90,-47.53,-3.6421.91,
0.10,1.22,0.83,-66.22,-6.9325.06,
0.15,0.81,0.79,-72.66,-7.6327.09,
0.16,0.71,0.73,-65.38,-5.8826.95,
0.10,0.67,0.61,-54.46,-0.9125.55,
0.00,0.64,0.47,-37.52,1.4021.00,
-0.15,0.65,0.37,-19.95,1.8916.31,
-0.32,0.74,0.33,-1.47,1.4012.39,
-0.43,0.84,0.25,15.19,-0.848.12,
-0.48,0.97,0.19,24.99,-6.093.92,
-0.46,1.05,0.19,27.23,-18.201.75,
-0.35,1.10,0.23,21.98,-30.103.50,
-0.21,1.07,0.37,23.17,-36.126.23,
-0.07,1.04,0.40,28.63,-37.037.42,
0.06,1.03,0.32,32.48,-30.806.23,
0.10,0.89,0.27,30.52,-22.54,
0.08,0.91,0.17,32.20,-21.00,
0.00,0.91,0.01,37.87,0.21-20.02,
-0.09,0.97,-0.04,39.76,5.04-28.07,
-0.17,1.01,0.00,34.79,8.05-32.20,
-0.18,1.04,0.09,29.19,9.52-32.62,
-0.11,1.08,0.16,30.10,5.04-29.33,
-0.04,1.09,0.25,34.72,-28.14,
0.02,1.06,0.30,42.28,-40.74,
0.18,1.04,0.39,49.42,-43.89,
0.25,1.00,0.40,54.67,-42.35,
0.23,0.95,0.32,60.83,-41.72,
0.19,0.95,0.30,62.65,-39.900.70,
0.18,0.93,0.29,61.74,-39.553.50,
0.17,0.95,0.23,57.40,-40.044.34,
0.15,0.94,0.19,53.55,-40.953.15,
0.16,0.90,0.19,50.33,-37.240.35,
0.14,0.91,0.18,43.05,-35.28,
0.13,0.87,0.20,37.24,-31.85,
0.11,0.86,0.23,32.20,-27.30,
0.11,0.85,0.27,27.86,-22.54,
0.11,0.84,0.29,25.27,-16.24,
0.09,0.83,0.29,23.24,3.50-15.40,
0.07,0.84,0.27,21.28,6.30-13.02,
0.07,0.85,0.26,19.39,7.35-10.50,
0.08,0.86,0.22,19.11,6.58-7.84,
0.06,1.00,0.18,19.18,-5.81,
0.07,0.88,0.21,17.15,-11.41,
0.08,0.89,0.23,13.44,-19.81,
0.07,0.90,0.25,11.69,-27.650.98,
0.06,0.90,0.26,6.86,-33.042.38,
0.03,0.87,0.26,-1.40,-32.764.06,
0.05,0.83,0.24,-12.11,-28.704.62,
0.09,0.76,0.29,-21.63,-20.022.38,
0.24,0.74,0.33,-31.01,-9.03,
0.18,0.73,0.35,-36.33,0.42-4.62,
0.22,0.73,0.35,-34.51,7.84-8.47,
0.23,0.72,0.32,-28.35,13.44-11.62,
0.23,0.71,0.29,-23.10,17.08-13.72,
0.23,0.69,0.21,-16.94,17.71-15.05,
0.22,0.67,0.16,-11.90,13.72-13.72,
0.20,0.65,0.13,-14.98,7.21-11.48,
0.16,0.63,0.18,-20.23,1.12-9.59,
0.15,0.66,0.22,-26.74,-8.40,
0.13,0.73,0.27,-28.91,2.24-7.77,
0.10,0.82,0.30,-29.19,4.76-9.73,
0.11,0.89,0.27,-26.25,8.89-12.67,
0.12,0.92,0.19,-24.08,13.72-14.49,
0.09,0.89,0.12,-23.80,20.44-16.10,
0.01,0.81,0.11,-27.58,21.00-15.96,
-0.03,0.74,0.15,-33.39,13.65-14.77,
-0.02,0.70,0.27,-35.98,1.89-13.30,
0.03,0.73,0.31,-34.30,-20.72,
0.09,0.79,0.36,-30.03,-28.56,
0.15,0.81,0.36,-24.50,-28.84,
0.17,0.76,0.34,-21.14,-24.22,
0.19,0.72,0.27,-17.43,5.25-22.54,
0.19,0.71,0.20,-17.15,11.90-21.63,
0.16,0.73,0.19,-22.89,14.28-18.34,
0.12,0.79,0.20,-34.65,12.32-13.16,
0.06,0.89,0.24,-52.99,0.91-7.49,
0.01,1.00,0.34,-72.45,-13.863.36,
-0.02,1.13,0.45,-90.23,-26.8817.85,
0.01,1.33,0.52,-101.43,-31.7133.25,
0.00,1.51,0.59,-119.91,-31.7848.37,
-0.06,1.55,0.68,-141.89,-30.9466.85,
-0.17,1.57,0.71,-162.61,-29.5476.79,
-0.27,1.53,0.69,-167.93,-30.8782.04,
-0.26,1.49,0.73,-170.66,-30.3881.69,
-0.27,1.43,0.71,-167.02,-27.7275.18,
-0.24,1.40,0.69,-166.81,-22.5464.40,
-0.22,1.29,0.70,-163.87,-14.2152.01,
-0.22,1.11,0.81,-152.53,-4.7640.25,
-0.24,1.04,0.85,-138.67,-3.9231.92,
-0.14,1.05,0.79,-123.62,-7.2823.87,
-0.09,1.07,0.68,-104.30,-11.6918.76,
-0.05,1.06,0.63,-88.76,-16.2414.14,
0.00,1.02,0.70,-74.55,-19.4610.57,
0.03,0.96,0.76,-60.83,-23.035.04,
0.06,0.89,0.79,-48.51,-25.270.49,
0.08,0.85,0.77,-36.54,-24.08,
0.08,0.75,0.75,-23.87,-23.52,
0.05,0.67,0.72,-3.50,-25.97,
0.03,0.59,0.70,11.48,-29.12,
0.02,0.50,0.67,24.92,-30.52,
0.03,0.44,0.60,37.52,-31.50,
0.02,0.40,0.53,45.85,-31.85,
-0.01,0.34,0.45,52.22,-36.75,
0.00,0.32,0.41,59.99,-44.66,
0.01,0.34,0.38,70.28,-53.34,
0.04,0.32,0.35,79.66,-62.09,
0.06,0.31,0.36,87.15,-68.81,
0.08,0.27,0.37,93.94,-71.75,
0.09,0.29,0.38,99.05,-66.57,
0.11,0.31,0.40,99.96,1.19-62.02,
0.11,0.33,0.38,104.51,6.58-60.83,
0.08,0.34,0.34,109.69,7.98-57.61,
0.05,0.37,0.32,110.25,6.44-53.76,
-0.01,0.44,0.32,104.65,3.43-47.39,
-0.05,0.53,0.33,94.78,-43.33,
-0.02,0.57,0.33,88.55,-46.06,
0.00,0.57,0.32,87.85,-47.39,
-0.01,0.57,0.34,89.11,-46.97,
-0.01,0.58,0.38,87.22,-44.73,
0.01,0.62,0.39,82.95,-41.09,
0.05,0.59,0.39,79.24,-33.74,
0.06,0.56,0.36,76.65,-25.83,
0.06,0.53,0.32,78.68,-23.10,
0.08,0.55,0.33,80.64,-22.33,
0.05,0.58,0.49,82.60,-23.45,
0.03,0.64,0.44,83.16,-24.36,
0.04,0.72,0.45,79.45,-23.66,
0.05,0.81,0.46,70.14,-23.03,
0.04,0.86,0.51,60.62,-20.37,
0.03,0.88,0.57,49.00,-18.27,
0.01,0.89,0.57,37.03,-17.361.33,
-0.01,0.87,0.65,24.43,-21.074.83,
-0.01,0.90,0.71,18.69,-22.268.40,
-0.05,1.03,0.73,15.82,-17.1511.97,
-0.09,1.29,0.67,10.71,-8.7514.07,
-0.19,1.43,0.67,-10.78,-16.5921.07,
-0.18,1.36,0.50,-5.04,-36.1231.57,
0.03,1.48,-0.28,23.73,-5.9530.94,
-0.10,1.41,-0.52,23.59,22.5432.97,
0.06,1.48,0.07,7.07,21.1428.70,
0.19,1.31,0.30,1.33,6.7927.65,
0.38,1.36,0.44,-4.27,-25.9034.09,
0.47,1.53,0.70,-25.20,-47.3942.77,
0.59,1.69,0.94,-47.25,-44.7352.29,
0.68,1.75,0.81,-64.19,-17.0152.22,
0.43,1.62,0.64,-76.51,16.8748.37,
0.26,1.42,0.34,-69.09,35.3540.67,
0.21,1.13,0.25,-35.42,50.2636.19,
0.12,1.00,0.24,-1.05,47.3230.52,
0.00,1.04,0.24,26.32,38.5721.98,
-0.05,1.11,0.24,50.75,29.059.45,
-0.10,1.19,0.16,71.40,16.52-1.82,
-0.09,1.23,0.13,80.50,9.52-11.83,
-0.05,1.23,0.18,76.02,8.19-20.51,
0.06,1.20,0.22,68.60,9.17-25.48,
0.12,1.17,0.28,60.69,10.36-27.58,
0.16,1.12,0.29,53.97,11.48-27.44,
0.16,1.07,0.24,50.40,10.29-26.53,
0.11,0.99,0.20,48.86,5.88-26.46,
0.06,0.91,0.18,47.32,0.98-26.53,
0.02,0.83,0.19,45.57,-31.43,
-0.03,0.79,0.21,44.17,-40.32,
-0.06,0.76,0.23,42.63,-49.14,
-0.05,0.76,0.24,39.06,-53.69,
-0.02,0.76,0.23,32.97,-50.54,
0.00,0.76,0.20,28.63,-44.94,
0.04,0.75,0.20,22.54,-40.74,
0.08,0.73,0.18,16.10,-38.64,
0.13,0.71,0.21,9.24,-37.38,
0.17,0.70,0.22,4.06,-32.41,
0.20,0.73,0.20,0.14,-27.09,
0.20,0.76,0.20,-4.83,-22.89,
0.20,0.78,0.23,-11.90,-21.91,
0.19,0.79,0.26,-23.94,-22.19,
0.21,0.77,0.29,-30.31,-19.04,
0.24,0.73,0.34,-31.85,-13.09,
0.26,0.71,0.37,-28.70,6.23-10.29,
0.24,0.73,0.38,-29.61,20.37-12.81,
0.21,0.74,0.33,-29.40,28.56-16.80,
0.18,0.78,0.22,-27.72,32.06-20.79,
0.16,0.82,0.10,-31.50,33.60-23.10,
0.13,0.85,0.03,-38.36,29.12-22.26,
0.12,0.84,0.07,-44.31,19.04-17.22,
0.10,0.79,0.16,-48.37,9.31-11.13,
0.09,0.74,0.23,-50.61,0.00-3.64,
0.08,0.69,0.29,-51.52,-3.782.45,
0.08,0.68,0.34,-44.52,-3.013.99,
0.06,0.71,0.32,-40.81,-1.753.99,
0.04,0.73,0.29,-38.43,0.003.15,
0.02,0.67,0.30,-33.74,5.320.63,
0.01,0.63,0.30,-30.10,11.20-1.33,
0.02,0.61,0.28,-28.07,13.44-4.62,
0.06,0.61,0.24,-29.05,12.88-7.00,
0.09,0.68,0.21,-35.49,9.52-7.70,
0.09,0.74,0.20,-42.35,3.29-6.51,
0.03,0.88,0.29,-48.44,-5.18,
0.02,1.16,0.36,-54.32,-7.286.02,
0.03,1.38,0.38,-62.58,-14.9816.59,
-0.03,1.49,0.45,-85.47,-23.1031.64,
-0.08,1.54,0.51,-109.48,-34.5148.51,
-0.08,1.44,0.66,-126.63,-43.6163.14,
-0.08,1.45,0.75,-142.80,-49.4272.73,
-0.08,1.43,0.81,-152.46,-51.9474.48,
-0.08,1.43,0.81,-160.72,-52.0873.29,
-0.07,1.41,0.83,-164.64,-44.0367.69,
-0.13,1.35,0.88,-165.41,-29.5460.90,
-0.16,1.29,0.87,-161.56,-16.7352.64,
-0.09,1.24,0.84,-152.32,-7.5643.12,
-0.02,1.19,0.86,-140.42,0.2131.57,
0.06,1.09,0.86,-120.82,5.1824.29,
0.11,1.03,0.87,-103.53,1.6817.64,
0.21,0.98,0.84,-87.08,0.2110.92,
0.28,0.92,0.77,-58.94,0.848.61,
0.25,0.87,0.74,-38.92,2.459.10,
0.19,0.85,0.77,-24.85,4.2711.55,
0.12,0.80,0.78,-12.18,5.8111.90,
0.06,0.76,0.76,-3.29,9.668.12,
0.01,0.67,0.72,5.39,12.883.29,
0.00,0.58,0.66,19.46,16.10-1.33,
-0.01,0.52,0.60,31.50,17.78-5.46,
-0.01,0.46,0.52,42.91,18.97-8.68,
-0.01,0.39,0.44,54.04,19.67-12.25,
-0.03,0.31,0.39,59.08,17.43-16.31,
-0.06,0.24,0.35,66.57,15.19-22.05,
-0.05,0.24,0.33,75.81,13.58-27.51,
-0.02,0.20,0.32,88.41,12.39-32.13,
-0.04,0.23,0.30,95.97,10.29-37.38,
-0.03,0.24,0.30,98.21,10.01-42.14,
0.00,0.26,0.28,102.20,12.81-45.78,
0.00,0.27,0.28,101.36,15.19-47.74,
0.00,0.27,0.26,103.39,19.04-47.25,
-0.02,0.31,0.25,105.42,21.21-44.52,
-0.03,0.34,0.22,105.42,22.40-41.09,
-0.05,0.38,0.19,104.02,21.98-38.15,
-0.09,0.43,0.20,101.64,19.04-34.86,
-0.11,0.50,0.24,101.57,12.60-31.71,
-0.07,0.54,0.29,101.92,2.10-29.05,
-0.04,0.56,0.33,101.36,-30.94,
-0.03,0.63,0.36,102.90,-34.16,
0.03,0.68,0.42,101.85,-31.43,
0.08,0.67,0.45,101.01,3.71-26.81,
0.09,0.69,0.49,96.53,7.28-20.86,
0.07,0.69,0.47,95.69,3.85-15.05,
0.10,0.75,0.44,91.77,0.56-10.08,
0.08,0.81,0.35,82.11,-9.59,
0.07,0.87,0.30,66.36,-12.534.06,
0.11,0.87,0.35,53.97,-15.3311.27,
0.10,0.89,0.41,44.03,-14.6316.17,
0.06,0.85,0.46,34.44,-13.3720.02,
-0.03,0.84,0.49,27.44,-16.3823.66,
-0.08,0.90,0.60,19.81,-20.0227.44,
-0.15,1.04,0.71,23.38,-17.7131.22,
-0.17,1.29,0.66,24.92,-12.3936.47,
-0.25,1.53,0.57,14.07,-11.6939.76,
-0.28,1.67,0.42,-3.29,-20.7942.84,
-0.24,1.62,0.17,-18.20,-34.2344.17,
0.04,1.59,-0.23,-9.31,3.2237.52,
-0.02,1.35,-0.12,-26.18,19.3931.64,
0.11,1.09,0.10,-26.25,17.4328.28,
0.21,1.08,0.30,-28.42,1.4729.40,
0.38,1.17,0.53,-36.75,-13.2334.72,
0.42,1.23,0.76,-35.98,-15.6839.41,
0.50,1.40,0.72,-29.26,5.6739.97,
0.40,1.50,0.68,-28.63,25.6237.87,
0.25,1.54,0.56,-22.26,32.6234.30,
0.15,1.58,0.28,-16.31,30.0328.14,
0.08,1.51,0.26,-6.02,26.8820.02,
0.06,1.30,0.19,12.04,26.1810.99,
0.05,1.20,0.16,28.70,24.154.76,
0.07,1.11,0.18,42.28,20.44-1.26,
0.09,1.09,0.16,58.24,19.74-7.35,
0.10,1.08,0.15,64.68,20.86-12.67,
0.10,1.10,0.18,65.10,25.76-18.34,
0.09,1.09,0.19,62.79,30.24-22.96,
0.06,1.05,0.19,58.87,30.73-24.92,
-0.11,1.00,0.18,54.81,23.87-24.36,
-0.04,0.93,0.16,51.66,13.58-21.70,
-0.07,0.88,0.16,49.35,1.96-20.09,
-0.10,0.84,0.19,48.44,-28.00,
-0.11,0.81,0.24,46.13,-36.75,
-0.11,0.78,0.24,41.79,-44.87,
-0.08,0.75,0.24,35.84,-49.56,
-0.05,0.73,0.26,27.30,-51.24,
-0.02,0.73,0.27,14.42,-50.26,
0.02,0.72,0.29,5.18,-48.86,
0.07,0.71,0.29,-2.87,-44.66,
0.13,0.70,0.27,-8.82,-40.25,
0.16,0.71,0.23,-15.05,-34.86,
0.20,0.70,0.20,-20.58,-31.22,
0.24,0.68,0.20,-24.43,-28.77,
0.27,0.65,0.18,-27.58,-26.32,
0.28,0.63,0.19,-28.84,-22.19,
0.28,0.63,0.23,-24.64,-19.74,
0.25,0.68,0.28,-26.32,-20.65,
0.22,0.76,0.30,-28.70,-19.67,
0.20,0.81,0.22,-32.13,-14.91,
0.17,0.79,0.21,-32.34,2.94-9.45,
0.13,0.76,0.17,-34.02,8.61-8.82,
0.11,0.71,0.17,-35.91,14.56-7.56,
0.10,0.66,0.18,-38.71,16.31-6.72,
0.13,0.61,0.20,-38.64,14.56-6.79,
0.14,0.62,0.19,-39.06,10.36-6.44,
0.15,0.63,0.19,-40.46,8.40-6.02,
0.09,0.66,0.19,-49.28,6.86-5.67,
0.05,0.65,0.18,-59.57,4.97-5.46,
0.02,0.70,0.20,-73.08,3.01-3.71,
-0.08,0.75,0.26,-86.80,2.386.86,
-0.19,0.94,0.39,-95.76,5.3218.06,
-0.22,1.25,0.53,-100.38,8.8926.53,
-0.27,1.54,0.54,-110.11,3.5738.29,
-0.35,1.70,0.56,-130.90,-8.3353.34,
-0.32,1.78,0.62,-148.89,-21.4963.91,
-0.27,1.72,0.70,-163.80,-39.4867.13,
-0.19,1.49,0.78,-171.99,-51.8063.98,
-0.15,1.37,0.79,-169.47,-51.5958.31,
-0.13,1.36,0.77,-166.60,-42.1450.26,
-0.15,1.35,0.85,-176.54,-28.9842.91,
-0.25,1.21,0.90,-176.12,-25.2038.71,
-0.20,1.19,0.90,-150.43,-29.3335.28,
-0.08,1.22,0.89,-125.02,-28.7731.78,
-0.08,1.15,0.82,-105.28,-30.6627.16,
-0.03,1.06,0.76,-88.13,-32.2020.58,
0.02,0.98,0.74,-75.32,-33.8813.72,
0.11,0.85,0.76,-53.76,-31.997.91,
0.14,0.80,0.80,-43.75,-30.524.55,
0.16,0.75,0.80,-29.40,-26.320.77,
0.13,0.69,0.77,-13.93,-25.27,
0.10,0.65,0.73,-4.69,-24.43,
0.08,0.59,0.64,6.02,-24.36,
0.12,0.53,0.57,15.19,-22.33,
0.12,0.44,0.51,26.46,-20.65,
0.09,0.32,0.45,38.99,-18.41,
0.08,0.25,0.40,50.05,1.96-22.12,
0.08,0.17,0.37,60.55,4.55-25.83,
0.08,0.14,0.36,69.86,4.41-30.73,
0.06,0.15,0.34,78.61,3.43-35.84,
0.05,0.17,0.36,86.73,2.59-40.53,
0.06,0.14,0.38,96.53,3.36-43.40,
0.05,0.14,0.39,102.69,7.91-47.60,
0.06,0.18,0.39,109.83,12.46-50.82,
0.09,0.26,0.38,112.42,16.45-51.66,
0.13,0.34,0.34,115.64,19.11-46.90,
0.15,0.35,0.29,121.80,19.32-38.92,
0.12,0.34,0.22,123.55,17.29-36.12,
0.08,0.44,0.23,119.00,16.03-33.25,
0.09,0.49,0.27,112.77,15.33-27.65,
0.08,0.52,0.30,109.41,12.11-20.93,
0.05,0.61,0.33,111.23,7.35-14.63,
0.04,0.69,0.44,117.18,7.91-11.20,
0.05,0.82,0.55,118.86,13.72-7.98,
0.06,0.86,0.58,117.25,20.72-3.85,
0.02,0.90,0.54,118.30,25.481.40,
0.00,0.94,0.51,115.43,27.726.58,
-0.04,0.96,0.49,105.98,25.6910.22,
-0.07,0.97,0.47,93.66,22.8212.39,
-0.08,0.89,0.42,79.80,15.9613.02,
-0.10,0.79,0.32,65.45,4.6912.46,
-0.12,0.72,0.28,47.88,-14.0012.25,
-0.07,0.67,0.32,37.24,-25.1312.25,
-0.06,0.71,0.41,19.88,-31.1511.97,
-0.16,0.86,0.56,9.45,-23.1713.16,
-0.29,1.16,0.83,4.27,-10.6419.46,
-0.46,1.68,0.92,-22.82,-11.4130.87,
-0.64,1.57,0.79,-46.69,-56.6341.51,
-0.22,1.70,-0.40,-11.34,-13.5834.44,
-0.37,1.40,-0.85,-22.82,-0.8430.03,
0.13,1.06,-0.09,-36.33,-14.7731.64,
0.20,0.96,0.17,-30.45,-21.0728.91,
0.50,1.05,0.23,-22.33,-34.5129.61,
0.54,1.24,0.33,-24.57,-36.8229.12,
0.54,1.25,0.60,-37.73,-29.2638.43,
0.50,1.36,0.86,-39.76,10.5746.90,
0.36,1.59,0.70,-27.65,47.1842.98,
0.16,1.77,0.47,-24.08,58.1738.36,
0.05,1.82,0.32,-18.41,50.8230.66,
-0.03,1.73,0.22,-13.58,30.4521.00,
-0.06,1.39,0.16,1.12,15.6111.48,
-0.01,1.18,0.18,22.05,3.015.04,
0.09,1.01,0.27,38.22,-5.460.70,
0.21,1.00,0.37,57.54,-7.07,
0.29,1.06,0.37,71.33,3.92-7.70,
0.29,1.16,0.33,79.38,9.03-10.22,
0.23,1.23,0.31,79.73,13.37-14.77,
0.16,1.19,0.27,74.97,20.44-18.76,
0.07,1.09,0.19,67.48,26.25-21.35,
0.00,0.99,0.13,57.26,25.48-21.49,
-0.06,0.88,0.09,51.87,18.76-20.16,
-0.10,0.79,0.12,51.10,9.17-20.16,
-0.12,0.74,0.19,50.68,0.07-21.70,
-0.11,0.77,0.22,48.16,-29.61,
-0.07,0.81,0.24,42.63,-36.96,
-0.07,0.84,0.29,33.74,-43.05,
-0.06,0.85,0.33,21.77,-47.95,
-0.02,0.80,0.34,12.53,-50.61,
0.04,0.73,0.31,5.32,-51.45,
0.09,0.64,0.27,-1.33,-47.88,
0.15,0.59,0.24,-9.03,-39.13,
0.21,0.54,0.18,-15.19,-26.74,
0.23,0.53,0.14,-23.52,-21.63,
0.24,0.55,0.12,-32.41,0.07-18.76,
0.27,0.56,0.12,-41.51,0.49-16.45,
0.30,0.56,0.08,-46.27,-15.12,
0.32,0.59,0.18,-47.04,-16.10,
0.33,0.59,0.33,-50.19,-17.78,
0.32,0.61,0.41,-48.09,-16.10,
0.26,0.69,0.40,-39.20,-14.42,
0.27,0.75,0.26,-27.79,1.05-4.41,
0.22,0.81,0.25,-21.56,14.91-3.01,
0.18,0.79,0.21,-20.58,29.75-2.31,
0.12,0.75,0.16,-21.35,39.20-1.40,
0.07,0.69,0.14,-24.01,42.21-0.35,
0.05,0.64,0.18,-26.67,38.711.61,
0.04,0.64,0.27,-29.26,29.754.97,
0.02,0.69,0.37,-34.23,20.308.47,
0.01,0.77,0.40,-44.03,14.3511.06,
0.01,0.86,0.38,-59.50,11.2713.09,
0.01,0.95,0.32,-83.79,8.6117.57,
-0.07,0.99,0.27,-110.39,10.5024.22,
-0.18,1.10,0.35,-135.45,15.6131.08,
-0.23,1.32,0.61,-155.89,17.1536.47,
-0.24,1.56,0.63,-176.96,13.3043.33,
-0.33,1.81,0.66,-197.12,4.7655.37,
-0.36,1.79,0.71,-215.04,-5.5362.23,
-0.29,1.67,0.81,-221.34,-19.4666.57,
-0.18,1.57,0.82,-219.80,-23.8065.87,
-0.15,1.49,0.68,-211.61,-22.0564.61,
-0.07,1.39,0.66,-202.16,-11.0655.02,
-0.13,1.31,0.70,-193.69,-3.4343.89,
-0.17,1.08,0.77,-177.80,-1.7538.78,
-0.09,1.04,0.82,-158.27,5.3931.36,
0.01,1.02,0.79,-142.38,6.0924.43,
0.08,0.97,0.75,-117.18,4.4819.32,
0.08,0.89,0.70,-97.79,-5.4617.64,
0.08,0.78,0.74,-76.65,-15.1215.89,
0.09,0.70,0.80,-58.03,-19.8812.88,
0.10,0.60,0.83,-43.96,-0.219.73,
0.08,0.54,0.82,-28.49,-10.364.97,
0.06,0.46,0.79,-6.09,-3.780.91,
0.01,0.41,0.73,9.45,-3.85,
-0.02,0.35,0.66,22.54,0.21-5.74,
-0.03,0.29,0.58,35.42,-10.15,
-0.02,0.26,0.49,49.14,-17.71,
-0.01,0.19,0.42,65.66,-27.30,
0.02,0.19,0.37,79.66,-40.18,
0.07,0.17,0.37,91.21,-52.64,
0.14,0.17,0.37,98.56,-63.00,
0.20,0.17,0.40,104.79,-70.35,
